step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,791,The,0.378418,1.0,0.764876,0.0,0.8,0.95
2,7434,The concept,0.694336,0.356934,0.202947,-0.561929,0.8,0.95
3,315,The concept of,1.1e-05,0.357666,0.357664,0.154717,0.8,0.95
4,279,The concept of the,0.001987,0.752441,0.751512,0.393849,0.8,0.95
5,2814,The concept of the mult,0.000181,0.214111,0.214087,-0.537425,0.8,0.95
6,8194,The concept of the multiverse,2e-06,0.125244,0.125244,-0.088843,0.8,0.95
7,374,The concept of the multiverse is,1.331055,0.461426,0.079812,-0.045432,0.8,0.95
8,264,The concept of the multiverse is a,0.012054,0.666016,0.661027,0.581215,0.8,0.95
9,8712,The concept of the multiverse is a topic,1.164062,0.515137,0.142552,-0.518475,0.8,0.95
10,315,The concept of the multiverse is a topic of,0.01001,0.555176,0.551723,0.409171,0.8,0.95
11,14529,The concept of the multiverse is a topic of ongoing,1.133789,0.71875,0.212417,-0.339306,0.8,0.95
12,11249,The concept of the multiverse is a topic of ongoing debate,0.143921,0.481934,0.438838,0.22642,0.8,0.95
13,323,The concept of the multiverse is a topic of ongoing debate and,0.349609,0.416748,0.32622,-0.112617,0.8,0.95
14,3495,The concept of the multiverse is a topic of ongoing debate and research,0.642578,0.465088,0.279399,-0.046822,0.8,0.95
15,304,The concept of the multiverse is a topic of ongoing debate and research in,0.002901,0.391846,0.391139,0.111741,0.8,0.95
16,279,The concept of the multiverse is a topic of ongoing debate and research in the,0.665039,0.591797,0.347259,-0.04388,0.8,0.95
17,2115,The concept of the multiverse is a topic of ongoing debate and research in the field,0.676758,0.403809,0.23401,-0.11325,0.8,0.95
18,315,The concept of the multiverse is a topic of ongoing debate and research in the field of,-0.0,0.525879,0.525879,0.291869,0.8,0.95
19,56754,The concept of the multiverse is a topic of ongoing debate and research in the field of cosm,0.000328,0.361816,0.361743,-0.164136,0.8,0.95
20,2508,The concept of the multiverse is a topic of ongoing debate and research in the field of cosmology,4e-06,0.249146,0.249145,-0.112598,0.8,0.95
21,11,"The concept of the multiverse is a topic of ongoing debate and research in the field of cosmology,",0.725098,0.53418,0.293517,0.044372,0.8,0.95
22,902,"The concept of the multiverse is a topic of ongoing debate and research in the field of cosmology, which",0.953125,0.553711,0.225798,-0.067719,0.8,0.95
23,374,"The concept of the multiverse is a topic of ongoing debate and research in the field of cosmology, which is",1.113281,0.477295,0.14714,-0.078658,0.8,0.95
24,279,"The concept of the multiverse is a topic of ongoing debate and research in the field of cosmology, which is the",0.017715,0.462891,0.457795,0.310655,0.8,0.95
25,4007,"The concept of the multiverse is a topic of ongoing debate and research in the field of cosmology, which is the study",0.039917,0.461182,0.449743,-0.008052,0.8,0.95
