step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,644,In,0.539551,1.0,0.664758,0.0,0.8,0.95
2,279,In the,0.004608,0.552246,0.550665,-0.114093,0.8,0.95
3,39493,In the dawn,1.06543,0.442139,0.149448,-0.401217,0.8,0.95
4,315,In the dawn of,2.3e-05,0.506348,0.50634,0.356893,0.8,0.95
5,892,In the dawn of time,0.130859,0.38623,0.354827,-0.151513,0.8,0.95
6,11,"In the dawn of time,",-0.0,0.539551,0.539551,0.184724,0.8,0.95
7,279,"In the dawn of time, the",0.413818,0.524902,0.38994,-0.149611,0.8,0.95
8,29913,"In the dawn of time, the gods",0.192017,0.375244,0.330475,-0.059465,0.8,0.95
9,315,"In the dawn of time, the gods of",0.919434,0.345947,0.148316,-0.182159,0.8,0.95
10,279,"In the dawn of time, the gods of the",0.842285,0.641113,0.305592,0.157276,0.8,0.95
11,22651,"In the dawn of time, the gods of the realm",1.404297,0.311523,0.039707,-0.265885,0.8,0.95
12,20802,"In the dawn of time, the gods of the realm gathered",0.835449,0.432861,0.208166,0.168459,0.8,0.95
13,311,"In the dawn of time, the gods of the realm gathered to",0.975586,0.449707,0.17711,-0.031056,0.8,0.95
14,1893,"In the dawn of time, the gods of the realm gathered to create",1.333008,0.34082,0.058538,-0.118572,0.8,0.95
15,279,"In the dawn of time, the gods of the realm gathered to create the",0.029343,0.636719,0.62511,0.566573,0.8,0.95
16,1917,"In the dawn of time, the gods of the realm gathered to create the world",0.694336,0.404785,0.230155,-0.394956,0.8,0.95
17,323,"In the dawn of time, the gods of the realm gathered to create the world and",0.82373,0.417969,0.204047,-0.026108,0.8,0.95
18,682,"In the dawn of time, the gods of the realm gathered to create the world and all",0.645508,0.433105,0.259397,0.05535,0.8,0.95
19,1202,"In the dawn of time, the gods of the realm gathered to create the world and all its",0.166626,0.624023,0.559418,0.300021,0.8,0.95
20,40164,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders",0.071594,0.30957,0.295799,-0.263619,0.8,0.95
21,13,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders.",8.8e-05,0.283447,0.283432,-0.012368,0.8,0.95
22,22395,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among",1.205078,0.426025,0.107036,-0.176396,0.8,0.95
23,1124,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them",0.116882,0.51123,0.474103,0.367068,0.8,0.95
24,574,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was",0.948242,0.347168,0.142625,-0.331478,0.8,0.95
25,279,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the",0.28833,0.53125,0.436077,0.293452,0.8,0.95
26,52190,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess",1.196289,0.384521,0.098708,-0.337369,0.8,0.95
27,315,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of",0.114075,0.532715,0.494957,0.396249,0.8,0.95
28,5222,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound",0.602051,0.421387,0.263756,-0.2312,0.8,0.95
29,11,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound,",0.02211,0.506836,0.499873,0.236117,0.8,0.95
30,11220,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Mel",1.242188,0.248657,0.05674,-0.443133,0.8,0.95
31,47428,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia",0.010841,0.25,0.248316,0.191576,0.8,0.95
32,11,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia,",0.001204,0.521484,0.521094,0.272778,0.8,0.95
33,889,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia, who",0.979492,0.601074,0.235265,-0.285829,0.8,0.95
34,7263,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia, who brought",1.376953,0.387451,0.055968,-0.179297,0.8,0.95
35,13544,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia, who brought forth",0.732422,0.807129,0.439821,0.383854,0.8,0.95
36,279,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia, who brought forth the",0.499023,0.756836,0.522171,0.08235,0.8,0.95
37,1176,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia, who brought forth the first",1.149414,0.745605,0.213116,-0.309055,0.8,0.95
38,18249,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia, who brought forth the first harmon",1.46582,0.288818,0.025773,-0.187343,0.8,0.95
39,1245,"In the dawn of time, the gods of the realm gathered to create the world and all its wonders. Among them was the goddess of sound, Melodia, who brought forth the first harmonious",0.402832,0.366455,0.274734,0.248961,0.8,0.95
